================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
P: Two girls are playing tug-of-war and losing as the girl in front is drug into a muddy puddle of water .
H: Some girls are competing .
label=1, predicted=0, wrong
f=water., v=1, w=0.38131044359604643, v*w=0.38131044359604643
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=Some, v=1, w=0.24813416925531664, v*w=0.24813416925531664
f=areplaying, v=1, w=0.23302499741335359, v*w=0.23302499741335359
f=infront, v=1, w=0.19798494554347312, v*w=0.19798494554347312
f=girls, v=2, w=0.07702266487307059, v*w=0.15404532974614119
f=playingtug-of-war, v=1, w=0.09438668626222772, v*w=0.09438668626222772
f=tug-of-war, v=1, w=0.09260867144732057, v*w=0.09260867144732057
f=girl, v=1, w=0.08465822321403782, v*w=0.08465822321403782
f=Two, v=1, w=0.06669680516475003, v*w=0.06669680516475003
f=girlin, v=1, w=0.039596834400190566, v*w=0.039596834400190566
f=puddleof, v=1, w=0.03606253598193453, v*w=0.03606253598193453
f=amuddy, v=1, w=0.030266849784223365, v*w=0.030266849784223365
f=muddy, v=1, w=0.02978418336608049, v*w=0.02978418336608049
f=Somegirls, v=1, w=0.02528598990076492, v*w=0.02528598990076492
f=losing, v=1, w=0.02064892408331643, v*w=0.02064892408331643
f=ofwater, v=1, w=0.018224020746036414, v*w=0.018224020746036414
f=playing, v=1, w=0.0030518931310784337, v*w=0.0030518931310784337
f=arecompeting, v=1, w=0.0007222244994433808, v*w=0.0007222244994433808
f=tug-of-warand, v=1, w=0, v*w=0
f=andlosing, v=1, w=0, v*w=0
f=losingas, v=1, w=0, v*w=0
f=isdrug, v=1, w=0, v*w=0
f=druginto, v=1, w=0, v*w=0
f=muddypuddle, v=1, w=0, v*w=0
f=competing, v=1, w=-0.003732452060943777, v*w=-0.003732452060943777
f=water, v=1, w=-0.012095409209399336, v*w=-0.012095409209399336
f=drug, v=1, w=-0.01736340831048598, v*w=-0.01736340831048598
f=frontis, v=1, w=-0.023761523085869183, v*w=-0.023761523085869183
f=as, v=1, w=-0.02545669387318382, v*w=-0.02545669387318382
f=Twogirls, v=1, w=-0.041692822451306254, v*w=-0.041692822451306254
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=intoa, v=1, w=-0.06327757035662415, v*w=-0.06327757035662415
f=competing., v=1, w=-0.07797954161869333, v*w=-0.07797954161869333
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=asthe, v=1, w=-0.09694884085347173, v*w=-0.09694884085347173
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=into, v=1, w=-0.1069791450900194, v*w=-0.1069791450900194
f=girlsare, v=2, w=-0.06348560039428638, v*w=-0.12697120078857277
f=thegirl, v=1, w=-0.16404578148888302, v*w=-0.16404578148888302
f=front, v=1, w=-0.17112468492060498, v*w=-0.17112468492060498
f=puddle, v=1, w=-0.22576006317921943, v*w=-0.22576006317921943
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=are, v=2, w=-0.29381510678573053, v*w=-0.5876302135714611
================================================================================
P: A man is holding a very long leash attached to a very large dog who is smelling the grass .
H: A man is walking a brown dog
label=0, predicted=0, correct
f=Aman, v=2, w=0.21805720288299957, v*w=0.43611440576599914
f=thegrass, v=1, w=0.29988689447106426, v*w=0.29988689447106426
f=isholding, v=1, w=0.27352462355526935, v*w=0.27352462355526935
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=iswalking, v=1, w=0.26328940616579505, v*w=0.26328940616579505
f=leash, v=1, w=0.19241042581346876, v*w=0.19241042581346876
f=browndog, v=1, w=0.1912669900843484, v*w=0.1912669900843484
f=., v=1, w=0.12857318153330988, v*w=0.12857318153330988
f=smelling, v=1, w=0.07813111507469558, v*w=0.07813111507469558
f=issmelling, v=1, w=0.07813111507469558, v*w=0.07813111507469558
f=manis, v=2, w=0.03602058222876871, v*w=0.07204116445753742
f=attachedto, v=1, w=0.06490616872176175, v*w=0.06490616872176175
f=holding, v=1, w=0.06129207345944638, v*w=0.06129207345944638
f=walkinga, v=1, w=0.05231538517672693, v*w=0.05231538517672693
f=dog, v=2, w=0.020170004091730722, v*w=0.040340008183461444
f=leashattached, v=1, w=0.03853918211721823, v*w=0.03853918211721823
f=grass, v=1, w=0.019605038433957382, v*w=0.019605038433957382
f=toa, v=1, w=0.014462275624736433, v*w=0.014462275624736433
f=verylong, v=1, w=0, v*w=0
f=longleash, v=1, w=0, v*w=0
f=smellingthe, v=1, w=0, v*w=0
f=largedog, v=1, w=-7.128080082086877e-05, v*w=-7.128080082086877e-05
f=attached, v=1, w=-0.006237367398223228, v*w=-0.006237367398223228
f=avery, v=2, w=-0.009356661620950588, v*w=-0.018713323241901177
f=whois, v=1, w=-0.02082910549721368, v*w=-0.02082910549721368
f=dogwho, v=1, w=-0.03500350718944648, v*w=-0.03500350718944648
f=large, v=1, w=-0.0370041467848038, v*w=-0.0370041467848038
f=who, v=1, w=-0.04355991180141591, v*w=-0.04355991180141591
f=long, v=1, w=-0.0695292304875895, v*w=-0.0695292304875895
f=brown, v=1, w=-0.07060072788726221, v*w=-0.07060072788726221
f=walking, v=1, w=-0.07164629725212439, v*w=-0.07164629725212439
f=man, v=2, w=-0.03717188463081698, v*w=-0.07434376926163395
f=holdinga, v=1, w=-0.10029596135436311, v*w=-0.10029596135436311
f=abrown, v=1, w=-0.1567454913834888, v*w=-0.1567454913834888
f=a, v=3, w=-0.05768615072059646, v*w=-0.1730584521617894
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=verylarge, v=1, w=-0.26640383263940076, v*w=-0.26640383263940076
f=grass., v=1, w=-0.30994387907043236, v*w=-0.30994387907043236
f=is, v=3, w=-0.10426457744737729, v*w=-0.31279373234213187
f=to, v=1, w=-0.48295348356315804, v*w=-0.48295348356315804
f=very, v=2, w=-0.28971659596226007, v*w=-0.5794331919245201
================================================================================
P: Three men ; one pedaling while playing drums , one playing piano and one both pedaling and steering , move a type of mobile band down a street .
H: Three men are playing outside
label=1, predicted=0, wrong
f=Three, v=2, w=0.22147263877317155, v*w=0.4429452775463431
f=areplaying, v=1, w=0.23302499741335359, v*w=0.23302499741335359
f=,one, v=1, w=0.16848527275157454, v*w=0.16848527275157454
f=outside, v=1, w=0.166993073516632, v*w=0.166993073516632
f=move, v=1, w=0.14708158685080194, v*w=0.14708158685080194
f=down, v=1, w=0.14486874429646657, v*w=0.14486874429646657
f=;, v=1, w=0.14391330386255946, v*w=0.14391330386255946
f=menare, v=1, w=0.14006107699774673, v*w=0.14006107699774673
f=., v=1, w=0.12857318153330988, v*w=0.12857318153330988
f=astreet, v=1, w=0.1211981091933379, v*w=0.1211981091933379
f=playingoutside, v=1, w=0.0963173752902003, v*w=0.0963173752902003
f=piano, v=1, w=0.07939782990227696, v*w=0.07939782990227696
f=playingpiano, v=1, w=0.06755175857360894, v*w=0.06755175857360894
f=band, v=1, w=0.06183007701990841, v*w=0.06183007701990841
f=pedaling, v=2, w=0.025058789782345107, v*w=0.050117579564690214
f=,move, v=1, w=0.044175291423797565, v*w=0.044175291423797565
f=men;, v=1, w=0.03923518183228669, v*w=0.03923518183228669
f=pianoand, v=1, w=0.03608180433467877, v*w=0.03608180433467877
f=street., v=1, w=0.023161505779684368, v*w=0.023161505779684368
f=playing, v=3, w=0.0030518931310784337, v*w=0.009155679393235302
f=one, v=3, w=0.002041143672662094, v*w=0.006123431017986282
f=while, v=1, w=0.0043804580481082165, v*w=0.0043804580481082165
f=onepedaling, v=1, w=0, v*w=0
f=pedalingwhile, v=1, w=0, v*w=0
f=oneboth, v=1, w=0, v*w=0
f=bothpedaling, v=1, w=0, v*w=0
f=pedalingand, v=1, w=0, v*w=0
f=andsteering, v=1, w=0, v*w=0
f=steering,, v=1, w=0, v*w=0
f=atype, v=1, w=0, v*w=0
f=ofmobile, v=1, w=0, v*w=0
f=mobileband, v=1, w=0, v*w=0
f=banddown, v=1, w=0, v*w=0
f=street, v=1, w=-0.0035483028318261224, v*w=-0.0035483028318261224
f=steering, v=1, w=-0.017855488446420216, v*w=-0.017855488446420216
f=movea, v=1, w=-0.021796403932519467, v*w=-0.021796403932519467
f=drums,, v=1, w=-0.03714150723236319, v*w=-0.03714150723236319
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=;one, v=1, w=-0.050048791681189, v*w=-0.050048791681189
f=mobile, v=1, w=-0.05071018541910573, v*w=-0.05071018541910573
f=both, v=1, w=-0.057565895778600516, v*w=-0.057565895778600516
f=,, v=2, w=-0.031041731553333035, v*w=-0.06208346310666607
f=oneplaying, v=1, w=-0.07540512459568417, v*w=-0.07540512459568417
f=whileplaying, v=1, w=-0.09148000916726684, v*w=-0.09148000916726684
f=playingdrums, v=1, w=-0.11253640445020598, v*w=-0.11253640445020598
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=typeof, v=1, w=-0.14006041260227103, v*w=-0.14006041260227103
f=and, v=2, w=-0.07838795061913068, v*w=-0.15677590123826135
f=men, v=2, w=-0.08858767269030798, v*w=-0.17717534538061597
f=drums, v=1, w=-0.21626323797903987, v*w=-0.21626323797903987
f=andone, v=1, w=-0.2350120859378676, v*w=-0.2350120859378676
f=downa, v=1, w=-0.24448513900325786, v*w=-0.24448513900325786
f=type, v=1, w=-0.25008520797890815, v*w=-0.25008520797890815
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
f=Threemen, v=2, w=-0.21133555679541094, v*w=-0.4226711135908219
================================================================================
P: A man with an orange jacket , takes the photo of four women , and a man in a greenish yellow suite .
H: A man is photographing five people .
label=1, predicted=1, correct
f=Aman, v=2, w=0.21805720288299957, v*w=0.43611440576599914
f=aman, v=1, w=0.3715605349022552, v*w=0.3715605349022552
f=people., v=1, w=0.3492242955682024, v*w=0.3492242955682024
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=four, v=1, w=0.2105739656309886, v*w=0.2105739656309886
f=manwith, v=1, w=0.19994505774337457, v*w=0.19994505774337457
f=jacket,, v=1, w=0.1934295703756844, v*w=0.1934295703756844
f=people, v=1, w=0.14760555189771213, v*w=0.14760555189771213
f=offour, v=1, w=0.13508920074614672, v*w=0.13508920074614672
f=,and, v=1, w=0.12042251356907761, v*w=0.12042251356907761
f=yellow, v=1, w=0.10439767238302398, v*w=0.10439767238302398
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=anda, v=1, w=0.09980893051518305, v*w=0.09980893051518305
f=greenish, v=1, w=0.06625234897962005, v*w=0.06625234897962005
f=agreenish, v=1, w=0.06625234897962005, v*w=0.06625234897962005
f=fivepeople, v=1, w=0.04673143182442764, v*w=0.04673143182442764
f=women, v=1, w=0.04466942238895564, v*w=0.04466942238895564
f=photo, v=1, w=0.03662211286697398, v*w=0.03662211286697398
f=manis, v=1, w=0.03602058222876871, v*w=0.03602058222876871
f=yellowsuite, v=1, w=0.028419962139546475, v*w=0.028419962139546475
f=takesthe, v=1, w=0.013655662633734222, v*w=0.013655662633734222
f=manin, v=1, w=0.009941214264901212, v*w=0.009941214264901212
f=suite, v=1, w=0.0006530495014562127, v*w=0.0006530495014562127
f=orange, v=1, w=0.0004957062441370676, v*w=0.0004957062441370676
f=greenishyellow, v=1, w=0, v*w=0
f=suite., v=1, w=0, v*w=0
f=photographingfive, v=1, w=0, v*w=0
f=fourwomen, v=1, w=-0.0012893103748557277, v*w=-0.0012893103748557277
f=withan, v=1, w=-0.015709049629505978, v*w=-0.015709049629505978
f=jacket, v=1, w=-0.01980080171804969, v*w=-0.01980080171804969
f=five, v=1, w=-0.027476781971354905, v*w=-0.027476781971354905
f=thephoto, v=1, w=-0.035426975500048016, v*w=-0.035426975500048016
f=takes, v=1, w=-0.03552202107961154, v*w=-0.03552202107961154
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=isphotographing, v=1, w=-0.04214969177348663, v*w=-0.04214969177348663
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=photographing, v=1, w=-0.05541405576049039, v*w=-0.05541405576049039
f=anorange, v=1, w=-0.05869841449150104, v*w=-0.05869841449150104
f=an, v=1, w=-0.06087247582272282, v*w=-0.06087247582272282
f=,, v=2, w=-0.031041731553333035, v*w=-0.06208346310666607
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=photoof, v=1, w=-0.10698924550371407, v*w=-0.10698924550371407
f=man, v=3, w=-0.03717188463081698, v*w=-0.11151565389245094
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=,takes, v=1, w=-0.14372022634425408, v*w=-0.14372022634425408
f=women,, v=1, w=-0.14430545775721898, v*w=-0.14430545775721898
f=orangejacket, v=1, w=-0.16260352027948927, v*w=-0.16260352027948927
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
================================================================================
P: A man prepares to enter the red building .
H: The man prepared to enter the building for his interview .
label=0, predicted=0, correct
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=prepares, v=1, w=0.24709720245503086, v*w=0.24709720245503086
f=Aman, v=1, w=0.21805720288299957, v*w=0.21805720288299957
f=preparesto, v=1, w=0.16955276655534296, v*w=0.16955276655534296
f=building., v=1, w=0.15469568834598185, v*w=0.15469568834598185
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=Theman, v=1, w=0.12864486868679553, v*w=0.12864486868679553
f=prepared, v=1, w=0.0981353096496123, v*w=0.0981353096496123
f=thered, v=1, w=0.0831887885900127, v*w=0.0831887885900127
f=enter, v=2, w=0.03173894349728854, v*w=0.06347788699457708
f=preparedto, v=1, w=0.06138250449711732, v*w=0.06138250449711732
f=interview., v=1, w=0.03715794523949624, v*w=0.03715794523949624
f=manprepared, v=1, w=0, v*w=0
f=hisinterview, v=1, w=0, v*w=0
f=interview, v=1, w=-0.009786890835800054, v*w=-0.009786890835800054
f=red, v=1, w=-0.0110336160563934, v*w=-0.0110336160563934
f=buildingfor, v=1, w=-0.02117649756326736, v*w=-0.02117649756326736
f=manprepares, v=1, w=-0.06991255772619219, v*w=-0.06991255772619219
f=man, v=2, w=-0.03717188463081698, v*w=-0.07434376926163395
f=redbuilding, v=1, w=-0.07617431896868303, v*w=-0.07617431896868303
f=toenter, v=2, w=-0.039486749753749134, v*w=-0.07897349950749827
f=enterthe, v=2, w=-0.06498596558708494, v*w=-0.12997193117416989
f=forhis, v=1, w=-0.1671443322626792, v*w=-0.1671443322626792
f=thebuilding, v=1, w=-0.20395196614677405, v*w=-0.20395196614677405
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
f=his, v=1, w=-0.41268421666638866, v*w=-0.41268421666638866
f=the, v=2, w=-0.2428361245146822, v*w=-0.4856722490293644
f=building, v=2, w=-0.2595338545029798, v*w=-0.5190677090059596
f=for, v=1, w=-0.743610523010233, v*w=-0.743610523010233
f=to, v=2, w=-0.48295348356315804, v*w=-0.9659069671263161
================================================================================
P: People sitting down , walking around and , taking pictures outside of a building .
H: People are taking pictures of various things .
label=0, predicted=0, correct
f=People, v=2, w=0.4289135804229491, v*w=0.8578271608458982
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=sittingdown, v=1, w=0.2327584229428308, v*w=0.2327584229428308
f=outside, v=1, w=0.166993073516632, v*w=0.166993073516632
f=building., v=1, w=0.15469568834598185, v*w=0.15469568834598185
f=down, v=1, w=0.14486874429646657, v*w=0.14486874429646657
f=sitting, v=1, w=0.1432999207861682, v*w=0.1432999207861682
f=Peopleare, v=1, w=0.11552060340254451, v*w=0.11552060340254451
f=things, v=1, w=0.10545481969310509, v*w=0.10545481969310509
f=down,, v=1, w=0.08586847572973492, v*w=0.08586847572973492
f=things., v=1, w=0.08426335846085123, v*w=0.08426335846085123
f=ofa, v=1, w=0.06322462541038039, v*w=0.06322462541038039
f=takingpictures, v=2, w=0.022567509013818855, v*w=0.04513501802763771
f=aretaking, v=1, w=0.018155353275846737, v*w=0.018155353275846737
f=abuilding, v=1, w=0.0004520791253412697, v*w=0.0004520791253412697
f=and,, v=1, w=0, v*w=0
f=ofvarious, v=1, w=-0.01316178234852677, v*w=-0.01316178234852677
f=variousthings, v=1, w=-0.020335273304701376, v*w=-0.020335273304701376
f=walkingaround, v=1, w=-0.024165428963665282, v*w=-0.024165428963665282
f=various, v=1, w=-0.030769268177609867, v*w=-0.030769268177609867
f=,taking, v=1, w=-0.0347720247892341, v*w=-0.0347720247892341
f=Peoplesitting, v=1, w=-0.037157417238654185, v*w=-0.037157417238654185
f=picturesoutside, v=1, w=-0.047775286882730486, v*w=-0.047775286882730486
f=picturesof, v=1, w=-0.05557119836652278, v*w=-0.05557119836652278
f=aroundand, v=1, w=-0.05623905794463878, v*w=-0.05623905794463878
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=,walking, v=1, w=-0.06072331365282136, v*w=-0.06072331365282136
f=,, v=2, w=-0.031041731553333035, v*w=-0.06208346310666607
f=around, v=1, w=-0.06808192394646319, v*w=-0.06808192394646319
f=walking, v=1, w=-0.07164629725212439, v*w=-0.07164629725212439
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=of, v=2, w=-0.043646278307833394, v*w=-0.08729255661566679
f=outsideof, v=1, w=-0.16123938570842877, v*w=-0.16123938570842877
f=building, v=1, w=-0.2595338545029798, v*w=-0.2595338545029798
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
f=taking, v=2, w=-0.20385507316095705, v*w=-0.4077101463219141
f=pictures, v=2, w=-0.330732203772756, v*w=-0.661464407545512
================================================================================
P: Three men with blue jerseys try to score a goal in soccer against the other team in white jerseys and their goalie in green .
H: The goalie is one of the best , and it is hard for the men on the other team to score .
label=0, predicted=0, correct
f=goalie, v=2, w=0.17648772615565197, v*w=0.35297545231130395
f=tryto, v=1, w=0.31542124126764987, v*w=0.31542124126764987
f=withblue, v=1, w=0.27567543959485735, v*w=0.27567543959485735
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=try, v=1, w=0.2285915149998113, v*w=0.2285915149998113
f=Three, v=1, w=0.22147263877317155, v*w=0.22147263877317155
f=forthe, v=1, w=0.21603769635549133, v*w=0.21603769635549133
f=soccer, v=1, w=0.2053510707334347, v*w=0.2053510707334347
f=onthe, v=1, w=0.14116085808089524, v*w=0.14116085808089524
f=ofthe, v=1, w=0.12742537112500948, v*w=0.12742537112500948
f=,and, v=1, w=0.12042251356907761, v*w=0.12042251356907761
f=otherteam, v=2, w=0.056656665797171685, v*w=0.11331333159434337
f=hard, v=1, w=0.0808349409033595, v*w=0.0808349409033595
f=teamto, v=1, w=0.07641028341777491, v*w=0.07641028341777491
f=goalieis, v=1, w=0.053969853347735984, v*w=0.053969853347735984
f=white, v=1, w=0.04688483943954106, v*w=0.04688483943954106
f=itis, v=1, w=0.0390748661822619, v*w=0.0390748661822619
f=jerseysand, v=1, w=0.030074425741802198, v*w=0.030074425741802198
f=jerseystry, v=1, w=0.02961463768849237, v*w=0.02961463768849237
f=whitejerseys, v=1, w=0.02961463768849237, v*w=0.02961463768849237
f=blue, v=1, w=0.024403217777692394, v*w=0.024403217777692394
f=isone, v=1, w=0.01929372713225728, v*w=0.01929372713225728
f=jerseys, v=2, w=0.0031975019496332845, v*w=0.006395003899266569
f=againstthe, v=1, w=0.0036702069767436114, v*w=0.0036702069767436114
f=one, v=1, w=0.002041143672662094, v*w=0.002041143672662094
f=bluejerseys, v=1, w=0, v*w=0
f=goalin, v=1, w=0, v*w=0
f=socceragainst, v=1, w=0, v*w=0
f=theirgoalie, v=1, w=0, v*w=0
f=goaliein, v=1, w=0, v*w=0
